 December 2022,4,Holiday in Tanger - Awesome service,"This was our first time stay here, although I did stay at the next door Hilton once before. I must say the staff here were all Supa amazing & gave us a customer deserving treatment of note! They acted on every request and delivered even more than requested. We need to mention the staff at reception that assisted us in making other reservations for us at other hotels and arranging our tours to changing the reservations at this hotel. They made great suggestions for us & made our holiday much more value four our money. Thanks to Lubnah, Wiam & Reda for your help, much appreciated. Our friendly staff at restaurant @ breakfast for taking special care of us, you are Supa stars & have great futures in your industry. We wish you success and climbing the ladders of success in your…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 June 2017,4,Great hotel,Such a beautiful hotel. During my actual visit I stayed in room 1117 with nice view. Rooms are very quiet. Food is great and the personnel is also nice and qualified. Noura from house keeping is also quick in her work and cleans everything just perfectly! Very close to the beach and to the Tanger Mall. Come and see by yourself.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,2,Bad communication,"My friend and I booked a room here, however, plans changed and we could not make it to Tangier. We had a very difficult time communicating with the hotel as no one that answered the phone spoke English after multiple attempts. I attempted to see if we could get a refund and they would not work with us at all. Very disappointing as this is a Hilton hotel.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Great Hotel and Great Location,"This Hotel is very close to Tangier corniche and plenty of restaurant just with in the walking distance from the hotel and also very close to the train station if you are on your way to visit the rest of the country, you can just walk from the hotel to the train station about ten minutes away. Over all the hotel is in a great location you wouldn't be disappointed staying at this hotel.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Tanger charm,Close to the ferry landing and beaches. The staff here make this stay absolutely perfect. Everybody carries on with a smile that will be sure to last well beyond after check-out. Was here on business but would quickly register for a family outing if the chance was there. Breakfast selection was outstanding.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Ideal location,"The main benefit of this Hilton is it's perfect location. Next door to the main train station as well as a large modern mall and supermarket. Married with the sea views from the rooms you couldn't really ask for more. The rooms are of the quality you would expect from the Hilton group, and the breakfast has almost everything you could possibly want. The staff are friendly and helpful, nit at all corporate, as one might expect. The place to stay in Tanger!",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Tanger Hilton - A Home away from Home,"Smiles. Wherever you look from the Check in to the floor chambermaids, to the restaurants and the bars , room service, even a call from the technician to show me the airco system everyone ! Willing to assist with a smile . Simply Great ! bravo to all A hotel where they want to make sure you feel at home. Assistance",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,"The best deal for the money, excellent breakfast","We were very happy to be in an American hotel. After staying in riads and other Moroccan hotels we felt at home at this Hilton. The room was of American standards. There was laundry which did not work that day. The highlight of this hotel was the excellent breakfast which was very reasonably priced. This hotel is situated in middle of the downtown, walking distance from the train station. This hotel should be seriously considered by the avid traveler.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,2,Nice but ...,"Upon arrival we were greeted nicely and the transaction was smooth, then went up to our room and waited for our luggage to be delivered but no one delivered them. I called the front desk and asked for our luggage to be delivered and still nothing. After almost an hour and half I went downs stairs and asked the lady to get someone to bring us our luggage. they showed up 10 minutes later. The next day my wife and I went out and returned late afternoon and to our surprise the room was not cleaned our the bed was made. I called house keeping and the sent someone up (This is ridicules). The cleaning lady was done and advised that fresh towels will be sent up. an hour later and still no towels what so ever. House keeping extension was busy so had to call front desk again (twice) to…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,4,Regal establishment with trivial flaws,"My overall stay at the Hilton was splendid with a few exceptions. My first night they accidentally brought me a hairdryer at 1am and disrupted my much needed sleep. Then the chicken in my club sandwich was undercooked. However Noura, the housekeeper lady, and everyone at the reception desk was exceptionally helpful in their respective capacity; whether it was recommendations or cleaning the room. When I return to Tangier for business or pleasure, I'll be sure to stay at the Hilton Garden Inn.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,4,Targetted service,"This modern hotel is conveniently situated close to the beach. It caters for tour operators and individual business customers. Unlike some Moroccan hotels, the staff is very well trained, attentive and polite. The buffet breakfast includes fresh orange juice and local fruit and is good without being exceptional. The rooms are reasonably spacious. The hotel operates a policy of “focussed service” which apparently means a more limited service than is usual for four-star hotels. The mini-bar is empty and drinking water is supplied free of charge only for the first night’s stay. No hairdryers are available unless asked for. Existing guests can find that rooms are made up late in the day, depending on the hotel’s occupancy, with new guests being given preference. Clean towels are…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Compliments to staff of Hilton Garden Inn for being professional and service minded.,"All staff at the Hilton Garden Inn are professional and service minded. They always service clients with a friendly and professional way. Special compliments to Ms Fatima Ebuzidi who takes care of the rooms, 10th floor. A polite, smiling person who delivers a neat and clean room.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Tanger,"My first time in Tanger and it was amazing. Great hotel , great service , great food ! I will return for sure. Special mention to Warda from House keeping for making my room always fresh and clean! For a good view book rooms from 9th floor up.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,"It has been a really good experience, and the staff is amazing.",907 is my room number. Belhassane Warda from house keeping keep checking and making sure everything I needed was there for me and she did an excellent job cleaning my room in a timely fashion. I really appreciated the service she provided for me.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,Great experience,The hotel personnel was really well trained and extremely kind. I have no remarks to do. The position is really near to the city center and to the seaside. It is also near to the medina and you can catch a cab quite easily for few dirhams. It was a great experience.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2017,5,a wonderful 2 nights stay at Hilton,"I had the pleasure to stay 2 nights at this lovely hotel during a conference. Its location makes it very convenient for both business and pleasure travelers. It's situated across from the train station. right next to it, there is a nice restaurant and a mall is also nearby. For the beach lovers, Hilton is less than 5 minutes walk to the local white sandy beach. The rooms are new with comfortable beds. All the staff was efficient and the breakfast was excellent. I am definitely going to go back again.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,5,An amazing stay,"Friendly staff and great service! Every section in the hotel contributed in making the stay enjoyable. The location of the hotel is very strategic, in the middle of Tangier, you can enjoy an amazing view as well go around the city by foot. Everything needed is provided within seconds from a very approachable and welcoming staff. A home far away from home.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,4,Tanger garden INN review,"Can do much more with transportation and room quality for exemple, offer the breakfast and daily water bottle. The Hotel is well placed in the city center. It will be a great choice for business trip. It was the second time i stay in this hotel.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,Perfect!,"Perfect. Everything was just perfect. Service, sleep, view, oh my God, view, i have never better view like here, directly on Atlantic ocean. Location, rooms, staff, bar... Awesome. My best wishes to all, and hope i'll return here one day.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,4,Relaxing Stop Over,I stopped over for night on my way touring the area. The hotel offers rooms to a good Hilton standard and they still feel brand new. They quiet for a good nights rest and clean.The breakfast was surprisingly excellent with everything one would expect of a Hilton. There is a new mall below the hotel and the the waterfront is just across the street. Overall the location is good and a place I would consider staying at again.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,Excellent service,"We have traveled to Tangier numerous times in the past year and we continue to book at the Hilton Garden Inn. Initially we were told it had the best buffet in Tangier and since we’ve been staying there, we have been happily surprised by the level of service that has been provided. From the reception management to housekeeping staff to the food and beverage management. The staff - from top to bottom - were tremendously helpful and went out of their way to make us feel at home. Special mentions must go to Rajaa who organized meals for our special diet requirements, as well as Hafsa and Jaquad at reception and last but not least Wafae, our regular housekeeper, who spoke fluent English and addressed all of our needs.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,4,"Good room, others not that much","Located really closed to the beach and port Big room, nice and new furniture Lobby quite small Service must be improved urgently: for instance one whole night phone not working and nobody worried about it Right now one good option in Tanger but under building new ones",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,Weekend escape,"Great views, great atmosphere, hotel is like brand new modern design..... excellent service I will definitely recommend anyone visiting Tangier. Close distance to nearby attractions: beach/mall/city centre walk.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,4,More for Bussiness people,Overall good expreince staff very help good breakfast there is no swimming pool or sauna if that's what you are looking for in heart of city center next to tangier city mall which is good advantage lots of resturant in mall,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2017,4,Excellent place for business travelers.,"The check-in, room design, wifi, service and the location of this place make it one of the best in Tanger. Some good restaurants just walking distance. walking distance from The sea. The breakfast was excellent.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
