 October 2022,5,A Fabulous Stay,"We had a wonderful stay here at Riad Zahra. The staff are SO friendly and the Owners are just the loveliest: so attentive, polite and it was so nice to have been made to feel like a guest in a home rather than as a room number as hotels can make you feel. The riad is less than a 5 minute easy walk down to the beach, which was perfect! The vibe of the riad is so calming and relaxing, the rooms were kept immaculately clean and tidy and had all that we required. The garden area (with resident tortoise!) was probably our favourite, the pool was fabulous a lovely relaxing area, spacious enough to be comfortably used by multiple guests staying at the Riad. Breakfast was OUTSTANDING, the best breakfast out of the three stays we did during our Morocco trip. Walking down to…",hotelName,city
 July 2011,4,"Great staff, 1 block from the beach","While our family loved the Essaouira medina, we found the beach to be so windy and cold -- even in July -- that we couldn't spend time on it. So we wish we'd chosen a riad in the medina rather than a hotel near the beach. However, at Zahra the staff was lovely and the public spaces were nice and staffed with excellent folks. They seemed to have a lot of happy customers. The pool was too cold to swim, so the owner gave our driver directions to another hotel he owns about 15 mins away with a much warmer pool and nicer environs -- he let us and other families staying at Zahra spend the afternoon at that pool, which was great for all our kids. There is a beach just beyond that hotel (south of Essaouria) that's protected from the wind and we spent hours happily there, as well. …",Riad_Zahra,Essaouira
 July 2011,4,"Very pleasant stay, especially if you're a turtle","We spent four days here and would have been happy to stick around longer. The staff were very helpful and spoke excellent English. Our room was of a decent size, with a particularly large and wonderful shower, but was decorated extremely garishly in green, red and yellow. The place itself is beautiful on the inside, with trees, plants and paintings galore, as well as a lovely grand staircase. The breakfasts were OK (we found that breakfast in Morocco was rarely impressive) and served gracefully, but tapas hour is to be avoided. The pool was of an excellent size, if not completely freezing, but they provide an indoor shower next to it as well as plenty of sunbeds. To our surprise and delight, we found the pool area populated with a significant number of turtles, who spent the…",Riad_Zahra,Essaouira
 June 2011,5,Stay at the Riad Zahra Mogador!!!,"As soon as we arrived we were greeted with a warm welcome by all staff members who were friendly and most helpful throughout our entire stay. The hotel is decorated beautiful with its bright and airy reception and lounge area, atmospheric restaurant/ bar and charming pool area, which was crawling with the hotel’s very own family of tortoises. Our bedroom was located on the side of the hotel but we did have a view of the beach. The room itself was lovely and had a bit of traditional Moroccan charm, but most importantly it was clean. There's no air conditioning in the room, but as Essaouira is also known as the windy, sleeping at night was not uncomfortable at all as there was constantly a cool breeze coming through (well in June anyway). Just a little tip for all those sun…",Riad_Zahra,Essaouira
 June 2011,5,Fantastic place,"We had a wonderful time at the RIad. It's a beautiful building, very well located and utterly tranquil. Every single member of staff was welcoming and extremely helpful. Lovely pool and balcony. The restaurant also served up some great food: excellent value all-round. I'd thoroughly recommend staying here and hope to be back in the near future.",Riad_Zahra,Essaouira
 June 2011,5,Great value and exceptionally helpful staff,"Perfect place to stay if you are here for the beach sports. A simple, yet well equipped hotel with a pool and separate raised sun terrace; on 2nd floor - perfect for catching those evening rays, out of the wind! Less than 5 min from the water sports centres and main beach cafe/bars, but 1.5km from the medina. Very comfortable rooms with excellent views, ensuite w shower, loo and tv (w English channels).  No AC, but not necessary here, due to stable temperature. WIFI throughout and a free Internet terminal at the front desk. Simple but well presented breakfast of yoghurt, breads, crepes, jams, OJ and tea/coffee.  Extremely helpful and welcoming staff, this is what really makes this place stand out. Well priced and I will definitely be back!",Riad_Zahra,Essaouira
 May 2011,4,Very mellow hotel outside the medina with great personal owner service,"If you want a small hotel (23rooms) with great personal service, right on the beach near the main sea sports centres for surf, widsurf and kitesurf (and camels, quads...), and importantly a pool out of the wind; but don't mind a short 25min walk (or cheap petit taxi back at 7 drhms) to the mellow medina - this is a great base. We had a great 10 days but there were also groups dropping in and out more quickly who also seemed very happy. We'd go back with no hesitation.",Riad_Zahra,Essaouira
 May 2011,5,I would advise anyone to stay at this lovely riad,"me and my partner stayed at the riad zahara in May 2011 and we are so pleased that we chose it. It felt like a home from home and the staff did all they could to make us feel welcome. The food - in particular the tapas happy hour was great value for money and the breakfast was generous! the riad has a lovely pool with two friendly resident turtles!! The decor is cosy and authentic and the reception area is quite exceptional. it is a perfect location for the beach, medina and port. I would like to thank the lady who booked us the riad eva in Marrakesh for our onward journey - we were not disappointed, thank you! Liz & Parit",Riad_Zahra,Essaouira
 April 2011,5,An excellent family friendly hotel,"We had a wonderful 4 night stay in this hotel. It was just by a clean beach where you could walk for miles. The Medina wasa lovely walk ( 20mins) along the coast. The staff were helpful, friendly and the hotel was spotlessly clean.The breakfast was delicious and evening food also very good. We had 6 and 8 year old children who loved the pool and turtles. Would highly recommend and we hope to go back.",Riad_Zahra,Essaouira
 March 2011,5,Loved it!,"Stayed here for a week in March, absolutely loved it. Very relaxing, nice food, nice and clean rooms, will def return. The people that run this place are probably the friendliest i have ever met!",Riad_Zahra,Essaouira
 March 2011,4,Great,"Thoroughly recommend it. The staff are really friendly and helpful. The food is great, both breakfast and dinner. I swam in the pool which was too cold really but I got to share my swim with the two tortoises. Very laid back but always helpfulif you need it. downsides: very hard bed, and we had to steel ourselves sometimes to walk into town for dinner, good 15 to 20 minutes. But really, the place outweighs both of these, I would come again and would recommend it. Lovely to be away from the bustle of the medina and on a quieter side of the beach.",Riad_Zahra,Essaouira
 March 2011,4,Loved Essaouira & Riad Zahra,"We have just returned from a 2 week holiday in Morocco - stayed 6 nights in Riad Zahra and we can recommend it. The staff were extremely friendly and helpful, most with great english. They were super with our 3 year old boy - this was his favourite hotel in Morocco (mainly due to the 2 turtles that live in the swimming pool! - a real hit with him). The hotel is very clean, with modern Moroccan styling - not really a Riad though (more a characterful hotel). It is very light and spacious, large rooms with comfy beds and fab powerful shower. We had room 16, great view of the beach and camels. We organised our stay via Naturally Morocco and can recommend them highly too.",Riad_Zahra,Essaouira
