 January 2023,5,The best place in Fes - no contest,"This is in the top two places I have ever stayed in in my life. Incredible experience, everything is at the top level. We also visited a couple of high end bigger hotels-riads in Fes which were very nice, but nothing compares with Riad Le Caliphe. It's a 5-star ""hotel"" with amenities and service you would expect, but on a personal level. Yasmine and Alex are passionate about what they do and it makes all the difference about how you will experience Fes.",Riad_Le_Calife-Fes_Fes_Meknes,hotelName,city
 November 2013,5,Enchantment Behind the Wall,"From the moment we stepped from the narrow street in the Fez Medina into the Riad Le Calife, we were enchanted with the décor, courtyard, our Opaline room and the food. It was like entering a completely different world! The owners, a lovely young couple, Alex and Yasmin were absolutely wonderful. They greeted us every morning to make sure everything was perfect for our stay of three days. They were helpful in recommending restaurants. In fact, we took the cooking class with the wonderful Fatima, the chef, on our last day and ate dinner that evening in the small, romantic dining room tasting the fruits of our labor! Fez we made all the more wonderful by staying at this unique Riad - don't miss it! Even though we were on a tour, we chose this property from Tripadvisor…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2013,5,All around wonderful,"First, Le Calife is very well located -- inside the Medina but a short walk from the place where a taxi can drop you. Second, a great deal of care has gone into the restoration and decor of the riad. It is lovely. Third, breakfast and optional dinner in the charming dining room was well prepared and attentively served. Finally, Yasmin an Alexandre are gracious hosts who go out of their way to make sure that each of their guests has the best possible visit to Fes. All around, we felt that Le Calife as the perfect choice for our 3 nights in this wonderful city.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2013,5,Amazing Riad,"We stayed two nights at the Riad Le Calife and it was amazing. The Riad is absolutely beautiful. We adored all the shared spaces (like the courtyard, terrace, the bar and the breakfast room) which were elegant and relaxing. The Riad is small with only 7 rooms. We stayed in the Opaline Room and it was spacious and gorgeous. The bed was comfortable, there is a small couch in the room, stunning stained glass windows and the bathroom was enormous. We ended up eating dinner at the Riad on both nights and would definitely recommend you have at least one evening meal there - the food was delicious and they were probably the best meals we had while in Morocco. The breakfasts are plentiful and (again) delicious. All the staff at the Riad, including the owners Alex and Yasmin are…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,Very nice riad in the Medina,We chose Le Calife because of the Travel Advisor reviews and were not disappointed. Pleasantly received by Alex and Yasmina. The breakfast is served on the terrace which has a a panoramic view of the surroundings. The rooms are spacious and clean. We loved it.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,One of our highlights in Morrocco ....,"Wow! What a gem! We stayed two nights in the Amber room and one night in the Diamante room at the Riad le Calife. This riad was right in the middle of it all, but the fact it was next to the Cinema Amal made it very easy to negotiate from the point of view of cabs, getting people to help in terms of directions etc. The riad was really something else – a real jewel in the middle of this wonderful chaos that was the medina outside. The place was wonderfully decked out in antiques and paintings, the top of the riad had a wonderful view towards the whole Fes medina, breakfast was excellent and the rooms were incredibly lush and comfortable. It has to be said that despite how ornate and glitzty the place was, the hosts were just top-notch and definitely the biggest selling point of…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,The place to be in Fes!,"We decided to go 4 days to Fes and had chosen the Riad Le Calife! Well, our choice was confirmed to be the best one when I got a call from them one week before our stay, realizing I made a big mistake when booking the room as I did it for the week before :-/ well no issues with Yasmine and Alexandre, we could manage solving this together without this costing us a single cent. We enjoyed our stay in their great suite ""emeraud"". Everything was perfect. You have the comfort of an hotel together with the service and decoration of an authentic riad, which makes this place above 5 * for a stay in that city. We followed their advice of taking a guide for our first visit of the medina. We enjoyed this visit and learned a lot. We also enjoyed the great dinner every evening :-) super…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,The Riad of Your Dreams,"We stayed in the Diamond room, and it was just perfect: atmospheric, comfortable, cozy. The first night it rained, so we had drinks on the covered roof terrace (looking out over the Medina), and dinner downstairs. The meal was delicious, and very generous, with nine starters just for the two of us. The Riad is well located, right in the Medina. The interior is nicely furnished with Moroccan tile, textiles, and hammered metal. But I think what makes this place #1 is the owner and staff. They are friendly, gracious, informative, and helpful. They were the best part of a wonderful experience.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,Amazing and completely captivating experience,"Words really can't describe this place. The entrance from Theatre Amal, through the narrow streets, makes one wonder. But when you pass through the heavy wooden door at the end of he alley, you enter a little residential paradise. Before we arrived, during our stay, even after our departure the service was outstanding. Our room felt like we were in a Sultan's palace. Dining was intimate, if not exotic. Views of the city were outstanding. If only they could have done something about the rain !! Oh well, a great reason to go back for another visit.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,Amazing Experience,"We were so fortunate to discover the Riad Le Calife on Trip Advisor. We arrived at night, walking in dark, winding alleyways to come upon a wooden door. We rang the bell, the door opened and we entered an Oasis that was much like a Paradise. We were warmly greeted by a lovely staff member with wonderful mint tea, and shown to our lovely room. The décor of the room was much like that of an old Moroccan mansion. The room was incredibly spacious, clean and comfortable. There was a large bowl of fruit at our disposal. There was a lovely roof top garden that had superlative views of Fes. We were warmly greeted by our lovely hosts Yasmine and Alexandre the next morning, and then sat down to a delicious breakfast. The first day, we toured all over Fes, and the next day we…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,"Wonderful staff, great location, memorable experience","We chose Le Calife because of the Travel Advisor reviews and were not disappointed. One of the young ladies on the staff took my wife out shopping, a wonderful experience far above and beyond the call of duty. We had dinner at the much larger, fancier and more expensive Riad Fez. Nice enough, but you'd miss much of the Fez experience by not being in the Medina, and the staff there is professional but impersonal. Do yourself a real favor; stay at Riad Le Calife!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2013,5,A great stay,"Based on the glowing reviews on TripAdvisor, we stayed several nights at Riad le Calife -- and it completely lives up to the hype. A large and beautiful riad built around a garden-like central courtyard, with a beautiful roof deck and a fantastic view overlooking Fes. We were told that riads in Fes tend to be larger than those in Marrakech (often 3 stories in Fes, and were once the homes of nobles; riads in Marrakech tend to be 2 stories and would have been owned by merchants). We stayed in one of the smaller rooms on the ground floor, which was more than large enough for a couple. Yasmine and Alex were wonderful hosts, and gave us some great recommendations on restaurants, sites, and walking routes. We had dinner on the rooftop our first night, which was perfect (Fatima is…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2013,5,Unbelievable,"Yes it's all been mentioned in previous reviews and yes they are all a true reflection of our stay at La Calife. A wonderfully relaxed Moroccan welcome with iced mint tea was followed by a brief explanation of the Medina before being guided to our suite which was a palatial visual experience beautifully decorated with tasteful memorabilia and an incredibly well appointed bathroom. A sumptuous breakfast was served on the roof terrace with incredible views over the Medina to the surrounding hills. Unfortunately due to a family bereavement we didn't meet Jasmine but had the pleasure of meeting Alex who bravely spent a couple of hours at the Riad ensuring all was well, it wasn't necessary the staff are always on hand as is the complimentary mint tea. Every corner of the Riad has…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
