 November 2022,5,Awesome experience!,"We loved our stay at Sofitel Rabat Jardin des Roses. The hotel is absolutely beautiful, the service was awesome, the food at all restaurants was delicious. Everything went flawless and we felt pampered our entire stay. We had our first experience with Moroccan food at Al Warda restaurant, and it was excellent. Fatima Zohra and Oumaima Sanae did a great job helping us to select dishes and serve dinner and vine. The overall experience was outstanding!",hotelName,city
 July 2016,5,Best garden I've ever seen,Friendly crew Beautiful atmosphere Amazing decorations One of the best delicious lunch menu Try : the moroccan pizza with chease Harriri ( beautiful soup ) Kos kos Tajen meat Ceaser salad ( best of the best ) Tajen chicken ... ________ All of these various only for 990 MOD SO CHEAP SO NICE !,sofitel _rabat,rabat
 May 2016,3,It was ok.. I wont be going back!,"I stayed here for 3 nights for a friends wedding and I have to say having stayed at other Sofitel hotels... I was really disappointed with this one. - Booked a room for 2 people but there were only amnesties for 1 person. When I raised this with the reception nothing was done about it till 2 days into our stay. - Coffee machine in the room wasn't working, which isn't a big deal but the staff had no idea how to fix it or run it. - Dining at the Moroccan restaurant within the hotel was just a waste of time & money. There's limited variety of food choice and the waiters were really really rude when we asked them questions about their food & wine recommendations. - We had a train to catch and were on scheduled timing so we ordered some snack food from their bar menu (their…",sofitel _rabat,rabat
 June 2016,5,"Amazing hotel & professional,kind stuff!","Sofitel Jardin des Roses,isn't a cheap hotel, but it is really comfortable and was just right for our long weekend in Rabat.We were greeted and assisted by loads of different staff and it would be wrong to single out individuals but Mounir was not only helpful but also great to chat to,he tried his best to assist us regarding our tour in the city,he is knowledgable and we so appreciated his information.Full marks to him for trying. A mixture of F&B outlets to suit your taste, great breakfast selection, and spa. I definitely recommend it 👌🏻",sofitel _rabat,rabat
 August 2015,5,Pleasant and peaceful,"I enjoyed going there for lunch and it was just wonderful. The food was great and the staff was outstanding. I would like to commend the Manager as well; he was courtebous, friendly, very professional, and knowledgeable. We felt like we were in a 6-star hotel.",sofitel _rabat,rabat
 June 2016,1,Bad Quality and expensive,"We stay here for 2 nights, fortunataly. The pool is nice but there is NO service. At 12.40 we were still not able to order a drink or food. Not even water! Or son of 7 years old was so hungry and thirsty! No help at all of all the staff who were just standing there. The rooms are small and out-dated. For 5 stars, the facilities are way to poor! It really influanced our holiday in a negative way.",sofitel _rabat,rabat
 June 2016,4,Good hotel,It's very nice hotel and got almost everything you want with a nice garden and staff But what I didn't like some of staff when I checked in no welcoming or even just say hi she just ask for passport and took deposit 😕... With out even say anything On same day I went to restaurant they stop me when I m going to my room and ask did you pay or submit your room number Other wise the hotel is great ❤️,sofitel _rabat,rabat
 March 2016,4,Great hotel and location let down by staff,Stayed here in march for 5 nights for a conference. The hotel is set in beautiful gardens and the rooms are well appointed. Unfortunately that is the good. Firstly if you want a shower you need to specifically ask as a large amount of the rooms just have bathtubs with a shower attachment. I could not change my room on the first night and then spent five hours the next day trying to get my room changed. Which leads on to the reception staff - there is generally a lack of staff assisting people. Often there was only one person there and occasionally 2. This meant you were constantly standing in line waiting. In trying to change my room i spoke to 4 different people none of which knew of any request and therefore the whole process had to start again. After 5 hours i…,sofitel _rabat,rabat
 May 2016,4,Beautiful landscape and comfortable rooms,"The rooms were very cozy, clean and comfortable. The landscape, very green and filled with roses of all colors all around. The staff overall were efficient and restaurant (Buffet) was delicious and had many varieties to choose from. Overall, the hotel was very clean and lobby spacious and very well decorated",sofitel _rabat,rabat
 November 2015,5,Stunning,good property. the grounds are beautiful.... all the restaurants were nice. we had no complaints.... great service and staff.... efficient concierge service there are nice shops in the hotel if you want to pick up something,sofitel _rabat,rabat
 May 2016,5,Exactly what you want on holiday,"Gorgeous sumptuous hotel perfect for relaxing. Stunning grounds with gardens, pools and plenty of places to sit and relax, whether it's in a hammock, lounging by the pool in a sofa or sat at a table with a bit of food in the sun. Impressed with our room with a balcony overlooking a beautiful view, comfy bed and luxurious bathroom. What more could you ask for?",sofitel _rabat,rabat
 May 2016,5,Ruthie A,"Loved my stay here! The bedding is AMAZING..I didn't want to leave the bed!The staff are all great..special kudos to Jalal in the Patio restaurant!! Also, the hot chocolate in the cafe is fabulous (DO NOT try the hot chocolate in the Patio restaurant; the only downside of our whole stay)..the large park next door is wonderful to stroll through and admire giant eucalyptus trees..HIGHLY recommend!!!1",sofitel _rabat,rabat
 April 2016,5,A superior hotel,"It has a wow factor as you drive through the front gates & enter the lobby which is spacious & modern. As far as the location is concerned it is rather remote but taxis are cheap. Food is reasonably priced & room service is excellent. Wanting a light meal & feeling tired we ordered a soup to be brought to the room. A trolley covered in a white tablecloth with a vase holding a red rose in the centre arrived with 2 huge tureens of soup plus various bread rolls. The portions were so generous that we could not finish. Beautiful gardens, excellent facilities,good food & friendly staff made the place memorable.",sofitel _rabat,rabat
