rating,new_reviews
0.0,tr bien pour le bord de mer le spa est excellent massage hors norme pour le reste piscine ext rieure non exploitable en mai car sale et non chauff un comble pour le personnel soit excellent soit sans sens du service et du client bref non recommand sauf pour les massages et juillet et ao pour la plage
1.0,prevu pour une nuit nous sommes rest deux semaines hotel impecable personnel efficace et sympatique petit jeuner royal piscine chauff et couverte le tout image de son directeur acceuil sourire service conseil il est impossible etre cu par cet etablissement comme dit la pub essayer est adopter
1.0,je suis all au mogador pour une conf rence en vrier tel est impeccable le personnel est sympathique et vou le propri taire est un chic type les chambres sont une grande propret et splendide esp re retourner
1.0,tel splendide tr belle situation tres bien quip chambres spacieuses et confortables le ptit dej est tres bien copieux tout les gouts le personnel est tr agr able tjrs disponible le spa est magnifique le directeur de tel est toujours pr sent et cerise sur le gateau la voiture est lavee tous les jours au parking
1.0,emplacement de tel est super accueil tres chaleureux le petit jeuner est riche bref rien reproch tres bon rapport qualit prix je conseille vivement tout les visiteurs de la ville de bien choisir cet tablissement vous le regretter pas rement
1.0,nous sommes arriv ma famille et moi et avons serv la suite junior me tage avec vue sur piscine et mer magnifiques couchers de soleil hotel au top suite impeccable prix abordables et gociables aucun regret nous reviendrons tr certainement le seul hic mon avis est absence de commerces alentour mais ce est pas la faute de tel
-1.0,je suis arriv en famille accueil etait moyen entre dans la chambre et la la surprise la civuette des wc tres sale la terrasseetait remplie de cigarette le linge avait une mauvaise odeur et le vent sifflait fort de contre la vitre avec le son des jet ski impossible de dormir
-1.0,vous ne payez que pour la vue tel ne vaut pas le prix ne vaut pas cinq toiles mobilier tr vieux pas de cafeti re dans la chambre pas eau la ne fonctionne pas moquette tr vieille et sent tr nous ne reviendrons jamais inclure ses photos de la moquette la salet et aussi les fissures sur la baignoire
0.0,les chambres taient propres et avais une belle vue sur la mer le petit jeuner tait correct ai vraiment eu impression qu il tait assez cher par rapport autres tels je suis all au maroc le personnel tait gentil et sympathique tel est calme et plus tourn vers la famille
1.0,tablissement tr agr able emplacement panoramique chambre tr bien cor avec un lange entre modernit et tradition personnels accueillant sympas et professionnels je recommande vivement pour les gens en qu te de tranquillit
1.0,service rieux et disponible un jour tr agr able et reposant un calme olympien dans un cadre rique un excellent moment de tente et de farniente face un oc an tout aussi calme et serein recommander imp rativement quoi que pas la port de tout un chacun mais est peut tre ce qui fait qui tude
1.0,log la chambre propret de la chambre irr prochable zahra et nora ont tr serviable et gentille coute et tr attentionn es infrastructure de tel top espace de jeux et jeux gonflables pour enfants sont appr ci des efforts en revanche sont faire au niveau du buffet du soir
-1.0,catastrophique et pas la hauteur un toiles trop cher pour le service propos emplacement de hotel est magnifique pour une connexion total directeur hotel qui ne se soucie pas des clamations des clients proposition de service selon la te du client
1.0,tel impeccable le service au restaurant olivier top les filles sont tr adorable serviable souriante samia fatima zahra pour pour le service et aussi accueil et un grand remerciement pour oumaima hamdad pour toute effort merci aa
1.0,bonne quipe et bonne continuation rien dire tel est la hauteur de notre attente et aussi le golf ai admir le parcours et aussi la vue sur mer je retournerai sans doute en famille et recommanderai cet tel mon entourage
1.0,nous avons eu bcp de plaisir gr ce la sympathie du personnel et le cadre apaisant de tel le service restauration est excellent avec un menu tr vari les chambres et suites sont tres propres et spacieuses nous avons pass un jour exceptionnel chez vous merci
1.0,excellent jour un cadre de ve et un personnel formidable tout est vraiment parfait tel est luxueux et gant les services sont irr prochables le spa est magique tr apaisant et reposant
1.0,le service est tres attentif les gens sont tres gentil et serviable vraiment un jolie endroit pour se relaxen hotel est direkt la plage et vraiment tres agreable un merci naoual ahsayene
1.0,site magnifique tr beau jour part un tit soucis lors de enregistrement tr bel emplacement superbe plage petit dej copieux service restaurant excellent literie tr confortable retournerai
1.0,un beau site et une belle infrastructure il faut pr rer les appartements aux chambres rapport qualit prix parfaire un personnel serviable mais un peu pass il faut revoir le management et le service
0.0,tel est beau le seul hic est la vue sur jardin et la vue sur oc an il des chambres et des suites qui ont pas de vue sur oc an ou une vue partielle et qu on vous vend vue sur oc an on vous pond est ce qu il sur le syst me
1.0,ai vraiment aimer exp rience qu offre cette tel merci nora supervisor house keeping pour toujours prendre en consid ration nos demandes la nourriture est propre et de bonne qualit je suis vraiment satisfait de cette tel et hygi ne est impeccable gr ce nora house keeping supervisor
-1.0,grand manque de communication entre les restaurants et la ception produits de douche rim suite avec une seule douche et wc probl me des serviettes non solues pendant notre jour une semaine
1.0,magnifique tel avec des quipes professionnelles et un service irr prochable et un niveau hygi ne et de propret tr lev tr bonne table et un cadre agr able vivement le prochain jour recommander
1.0,tr bel tel avec un magnifique emplacement literie et chambre au top des efforts faire au chek in et animation le petit jeuner est de tr bonne qualit tr agr able jour refaire je recommande de vivement
1.0,adresse exception accueil chaleureux et services la hauteur propret et respect des mesures hygi ne kids club et activit pour enfants buffet de qualit et excellent room service merci nouhaila et tout le personnel de son vouement
1.0,nous avons opt piur cet tablissement pour passer le week end et nous tions satisfaits merci au personnel de tel nous comptons revenir la suite que nous avons choisi pondais nos attentes quoi que pour le prochain jour je choisirais le tage merci
1.0,nous avons pass un excellent jour la qualit de accueil est bonne tout le personnel du resort est aux petits soins avec les clients nous reviendrons avec plaisir nous conseillons cet tel pour un jour en famille
1.0,tr bel tel tr propre situ dans un site agr able avec golf et acc direct la plage activit diversifi es un grand merci tout le staff et tout particuli rement madame loubna pour son accueil sa disponibilit et sa activit elle nous rendu le jour tr agr able par ses petits soins
1.0,nous avons pass un tr agr able sejour qui nous fait oubli les moments difficiles du confinement de tr larges piscines permettant la distanciation un sercice et une restauration de haut standing
1.0,tr bon accueil cadre tr agr able un remerciement tr particulier amine moubarek serveur superviseur lors des petits jeuners pour son professionnalisme et sa activit ensemble des quipes sont hyper professionnelles
1.0,ai journ tel le weekend dernier pour un nement qui eu lieu tel tout le personnel tait au petit soin la chambre est spacieuse et bien am nag avec une tr belle vue sur la piscine et sur la mer le petit jeuner est succulent et bien garni
0.0,tel pour vacances en principalement ne convient pas bcp un jour business loin de la ville par contre proche de roport peut convenir des team buildings et unions de groupe loin du bureau
1.0,tout tait top sp cial thanks au serveur redouane merci tout le staff pour accueil et le professionnalisme ai pass de bons moments et je garde de bon souvenirs retournerai la premi re occasion
1.0,ai journ avec ma petite famille au hilton tangier alhouara ai trop appr ci le cadre et emplacement de hotel les buffets du petit jeuner et du dinner taient bons en globalit il manquait un peu animation et arriv personne nous pr sent infrastructure ni les activit de hotel
1.0,super tel tr bon accueil la chambre est assez grande et elle est tr propre literie et salle de bain le petit jeuner est vraiment exellent parking gratuit disponible possibilt de faire le change sur place
-1.0,est un tel avec du charme consid comme luxueux mais malheureusement je ne vois pas une magnifique vue de la piscine il juste une norme pancarte gachant la vue mais ce est pas tout il un gros manque de personnel cet tel ne peut pas tre recommand la photo est la vue de ma chambre
1.0,visite en famille de tanger tres bel tel avec une tres belle terrasse superbe piscine en mosa que charme des vieilles batisses id alement situ pour une vir dans la dina les prestations sont de qualit sans tre exceptionnelles mais les prix sont mod est donc un rapport qualit prix interessant
1.0,globalement un bon tel choix de la carte du restaurant un peut court attention aux chips qui ont le go de poisson frit personnel tr sympathique coute du client tel avec une tr belle vue sur la ville et la baie
1.0,chic et urbain cet tel unit beaucoup avantages localisation excellente pas de la dina et donnant sur la mer belle piscine le petit jeuner est un ve le lange des traditions marocaines et du breakfast aujourd hui est harmonieux merveilleux etre sur les traces de matisse
1.0,pass une nuit dans cet tel chambre parfaite petit jeuner plus que moyen vue panoramique splendide sur espagne emplacement aux abords de la dina tel historique personnel agr able service impeccable bon souvenir
1.0,nous avons pass une belle soir dans un cadre tr agr able le personnel accueillant et souriant les poissons ont fra chement ch dans la gion ai notamment bien appr ci mon tagine de loup de mer orchestre de chansons marocaine live merci pour cette exp rience
1.0,il est possible de visiter la chambre si elle est pas occupee il suffit de demander la ception le personnel est tr agr able et vous fait visiter ensemble de tel la vue de la tes de est magnifique une belle couverte
