 January 2023,5,Lovely winter sun holiday at a great hotel,"We have just returned from Founty beach. We had a lovely 9 days. The hotel is by an amazing beach. The food was great. There is plenty of choice. When reviews have talked about repetition I would say there is so much choice repetition doesn't matter. Soups, meat, salads, fish, cheese, pasta, fresh vegetables and lots of fruit and desserts. Kids get their own food station. Room was large. Rooms face north and south so request a south facing sunny room. We had a basic room which was on the sunny side and had a side seaview but did overlook a derelict hotel. But we had a sunset every evening. The best rooms are pool / garden/ sea view with sun. The pool area and pool bar is lovely. Late breakfast and lunch at the pool bar is a nice touch. The entertainment team work hard. We…",hotelName,city,Unnamed: 6
 October 2019,4,Great Hotel decent location,"5 day golf break with 6 lads so the Hotel was meant to be simply a base for us. The Iberostar proved to be a great surprise to us and saved the day as the golf was somewhat disappointing. Efficient and early check for us, sea view room, very spacious and clean. Food was fantastic, pool bar snacks / lunch etc was a massive bonus. Bar service was pretty good, even if the French did try and barge in, rude as they were. Quality of drinks on the whole ok, beer tasted indifferent, spirits and cocktails pretty good. Would defo come back with family, even if not for the golf next time. Weather for early October fantastic too. 15 minute walk into main town with plentiful bars and restaurants though the English Pub served quite expensive drinks.",Iberostar_Founty_Beach,Agadir,
 October 2019,5,Worth to see,"The animations-Perfect especially these which have the most interactions with people. The animators are simply the best, they do good and hard work(pool, ping pong, Beach, darts etc.) and Perfect contact with people. The hotel is clean, food tasty, very good drinks. The Beach could be more clean, but its near hotel.",Iberostar_Founty_Beach,Agadir,
 October 2019,4,Good place to stay,"6 men on a golf holiday. Hotel was best part of the tour, as the golf courses were poor in comparison to those in Marrakesh. Saying that I would come back to this hotel on a non golfing break with wife. Clean room and communal areas , helpful staff ,good choice of food nice ,SPA was a little pricey. Nice pool area good beach with good surf and well lit walk into town which took 20 minutes.",Iberostar_Founty_Beach,Agadir,
 October 2019,4,Just missing a couple of touches!,"We stayed for 1 week. 3 women travelling alone and no issues at all. We had a good welcome from the staff on arrival and were given a room straight away even though it was before check-in time. The rooms are very spacious and extremely clean, but the beds are uncomfortable. We had to ask for mattress toppers, which staff dealt with immediately. The in-room safe had to be paid for, which I always think should be a standard item for a traveller. Ours stopped working, but we had a replacement delivered very quickly. All the staff work incredibly hard to keep the hotel clean and presentable. The food is OK, not the best I've had in a hotel, but there's plenty of choice. The bars are nice but the choice of alcohol is limited on the basic all inclusive package. The entertainment team…",Iberostar_Founty_Beach,Agadir,
 October 2019,5,Great hotel and Animation team.,"Just come back from 10 days here at Iberostar Founty Beach and hotel was really nice. We walked along the bay to the marina and this hotel is by far one of the best. A lot of the hotels look dated and worn, but this one is very fresh and the reception is very traditional. Food was very good for an All Inclusive, mixed it up every lunch and dinner with different grilled meats and tagines. Pool side bar was great too with a great selection of food, not just chips and burgers like normal pool bars. Staff were excellent, and couldn’t do enough for you, although the reception staff could have been a bit more helpful but don’t let that put you off. All in all a great holiday. A special mention for Taoufik our waiter each night at the terrace bar and couldn’t do enough for us!",Iberostar_Founty_Beach,Agadir,
 October 2019,5,Amazing Founty Beach,"This Hotel was fantastic. Great facilities, great staff, lovely food, a great selection of food and drinks, lovely pool with loads of sun beds, great big rooms, beachfront location, animation team, their own dance-troup. Have I missed anything? 4* brilliance from Iberostar.",Iberostar_Founty_Beach,Agadir,
 August 2019,5,Lovely hotel!,"Was pleasantly surprised with the hotel. Pictures really don't do it justice. The atmosphere is lovely. Staff are friendly and polite especially animation team which was everyone! The rooms were clean and modern with traditional feel. Food was nice and good variety! I had my 2 teenage daughters with me and they had a great time. We also booked the spa hammam there and was worth it! Hotel right on the beach too. There really isn't anything negative I can say! If I want to be picky, the night time entertainment was cheesy and not great but that's with all hotels! We mainly relaxed in lobby as was nice and busy in evening.",Iberostar_Founty_Beach,Agadir,
 September 2019,5,2 Wonderful Weeks Away,Holiday Review Booked 14 nights for 2 through Travel Republic. We travelled from Scotland to Manchester and had an overnight stay at Clayton Hotel at Manchester airport where we also left our car for 2 weeks. Good value - Would recommend. Comfortable flight with Ryan Air and Private Pick up from Agidar Airport. It’s approximately a 40 minute drive to Iberostar Hotel. Tipping is expected and will accept all currency. Ensure you have small notes on you. All currency can be easily exchanged at hotel on arrival however if travelling from Scotland make sure you take Bank of England notes as no where in Morocco will except Scottish sterling. Overcame this by using an ATM at the Hotel next door and withdrew Dirham. No need to take Euros with you. All staff throughout our…,Iberostar_Founty_Beach,Agadir,
 September 2019,5,10 days in Agadir at at lovely hotel,"We arrived on 14th sept at about 8.30pm, we were greeted with a cool drink and an easy check in. We were then told to go and get a meal in the restaurant, all buffet style, I've never seen so much choice, all the food was excellent. Fresh, hot, and so much choice. Our room overlooked the sea and pool and was lovely, very big, clean and ideal storage spaces, bathroom was large too and the balcony area also large with table chairs and washing hanger. This hotel has everything from clean pools to ping pong tables, the animation work hard and theres so much you can participate in. I recommend aqua aerobics as it's such a good work out with the guy who runs it. He puts you through your paces and is a very good fitness instructor. Theres volley ball on the beach, ping pong, yoga and…",Iberostar_Founty_Beach,Agadir,
 September 2019,5,Love iberostar,"Big fan of this place, the staff and animation team are brilliant. The food is also amazing... only downfall is the weather at this time of year... staff go out of their way to entertain..the food is amazing and we have loved our stay here!",Iberostar_Founty_Beach,Agadir,
