 January 2023,5,Home away from home !,We had the most wonderful stay. Everything was perfect. Everyone was so kind and so accommodating. We booked the room on the top (suite with a balcony) and would absolutely recommend it to anyone looking to stay there. The views are amazing at sunset.,hotelName,city
 August 2013,5,Beautiful raid in wonderful medina,"French owned Moroccan run elegantly furnished raid. Nasal and greggy are exceptional - could not be more helpful or welcoming. Nawal took my wife to her local hamman, we learnt to cook pastilla with the chef who makes the pastries for breakfast. The medina is a trove of experiences waiting to happen. We were in the city over eid - streets overflowing with celebrants. The raid is a wonderfully peaceful place to return to.",Riad_Chbanate,Essaouira
 August 2013,5,Awesome Riad in Essaouira,"We just spent 4 nights at Riad Chbanate and loved our stay in this quiet, recently built hotel. Beautiful bedrooms (we enjoyed the suite oriental with its amazing bathroom), super friendly staff, and excellent breakfast. We will return with the rest of the family.",Riad_Chbanate,Essaouira
 July 2013,5,"Lovely centrally located Riad with fantastic, friendly staff","Riad Chbanate was simply a lovely experience. It appears to have been quite recently renovated as the rooms looked newly decorated and everything was very clean. Also, for a riad (we stayed in a couple of others throughout Morocco) the rooms were very large. The bed was huge and very comfortable - i think we slept the best here of all the places we stayed in marrakech. There is also air con and satellite tv although we didn't use either! In the bathroom we had a massive plunge bath with multi-jet shower, which was a nice surprise as we didn't realise we were going to have it. The roof terrace/sun deck is lovely and gets a nice breeze so its not too hot in the middle of the day. There is no pool but there is a jacuzzi which is nice. In terms of other perks, the breakfast is…",Riad_Chbanate,Essaouira
 July 2013,5,"Perfect riad, the best service!","We stayed in the penthouse suite for 3 nights and loved it! The room is so luxurious, that you dont want to leave! On top of this, the sun terasse with jacuzzi and sunbeds is a great spot to hang out. In the courtyard we enjoyed the delicious gourmet breakfast, snacks and mint tea (all for free) and generous glasses of wine (50dh). The staff deserves most of the credit for our good experience, their english (and french) is good and they help you with everything, always with a smile. One of the women even brought me to her local hammam (after she helped me buy all the local hammam products at a herbalist), where I was the only non-moroccan, such a great experience. She did all this for free, I only had to pay her entrance (10dh) and for my gommage. Stay here if you want to feel…",Riad_Chbanate,Essaouira
 July 2013,5,"Wonderful Riad, wonderful staff","We stayed at 4 places in Morroco and this we the best by a long way. The riad was superb, the staff were brilliant and couldn't do enough for us. If you go to Essaouira, stay here - you won't regret it. Thank you Greggy and the team - you made our stay very special",Riad_Chbanate,Essaouira
 July 2013,5,Top place in fun town!,"Stay here. That's all my review should read. It's how I feel. Kinda sums it all up really. What a truly lovely riad in one of Morocco's funnest towns. The rooms are beautifully and imaginatively appointed and a cool retreat from the town's buzzy pace. The breakfasts were delicious and plentiful, and the courtyard is a friendly heart to this classy place to stay. Greggy greeted us on arrival and he couldn't have been more attentive. His friendly, discrete service is what made this place so memorable. When we checked in (we were a party of 4) I was unwell and he was very quick to ensure I was in one of the air conditioned rooms ready to rest. He couldn't have been more helpful and throughout the rest of our stay (we were there 2 nights) he and the team proved a happy, attentive…",Riad_Chbanate,Essaouira
 July 2013,5,Wonderful stay,This was quite possibly one of the most romantic places I've stayed in. The whole experience from the candle lit evenings enjoying a drink in the center of the riad to indulging in a long soak in the sunken bath in our room. The food was amazing both for breakfast and dinner and I would definitely stay here again,Riad_Chbanate,Essaouira
 June 2013,5,Relaxed honeymoon stay,"We stayed in Essaouira in Riad Chbanate for six days on our honeymoon and just loved the place. We were picked up in Marrakesh Airport without any trouble, and when we arrived late in the evening, the riad had a delicious dinner ready with a table in front of the fireplace. Our room (Hayate Suite, first floor) was amazing and very romantic with lots of ornamentation and traditional Moroccan wood work. Windows were facing the inner court with good light. The spacious bath room had a very large bath tub. Large good quality bed. A look to the small medina street from the window over the bath tub could assure you that you were in fact in Morocco. We really enjoyed the spacious rooftop terrace as well. It was both possible to stay in the shadow or in the sun. All days we had…",Riad_Chbanate,Essaouira
 May 2013,5,Relaxing riad,"This riad is situated in a great location in the medina but close enough to an exit so you don't have to carry your suitcases far. It is peaceful and beautifully designed. The staff were so friendly and attentive. They recommended places for us to visit and even explained how the locals buy their fish from the market and get it cooked for them (which we did). We stayed in the Oriental room for 6 nights and it was lovely with rustic furniture and a large bathtub. The breakfast every morning consisted of fresh fruit salad, toast, pancakes, croissants, pan au chocolate and fresh orange juice. They also provide free bottles of water whenever you need it. There is a terrace with chairs to sunbathe or read. The trick is to find a place out of the wind! I would advise taking a thin…",Riad_Chbanate,Essaouira
 May 2013,5,Fantastic Riad,"This was the fifth and last stop on our trip to morocco. We had 3 nights and would have happily stayed longer. Friendly attentive staff; great room; good location. We found Essaouira a great place to finish off our trip: relaxed, great beach and lovely old Medina. What more could you ask for?",Riad_Chbanate,Essaouira
