 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 August 2022,3,"A few pros, lots of cons. Room for improvement but not a complete write off..","So this is our 2nd visit to Marrakech, 1st to the Sol Oasis by Melia. I’m going to list the pros and the cons, I’ll start with the PROS 1. The entertainment team is fantastic, Sam, Nioki, Russ, Medhi (Michael Jackson) and Zizou are all fantastic. Sam seems to be the “leader” and his interaction with the guests of all cultures is amazing, fluent in a number of languages, and funny with it as well, he makes you feel included and made the holiday very enjoyable. As did the other reps as well. 2. The snack bar was fantastic, offering daily snacks of Cheeseburgers, Shwarma, Salad bar, stone baked pizza, there really was a great variety of choice. 3. Cleanliness of rooms (I need to stress this is about the rooms only, this will become clear in the negatives) The housekeeping…",Sol_Oasis,Marrakech
 July 2022,5,Good hotel made excellent by entertainment staff,"We have just returned from a five night staff at the Sol Oasis and had a truly amazing time. The hotel is nice, weather was excellent, food was good, sports facilities brilliant, rooms were comfortable and drinks were cold and refreshing. However, this hotel goes from good to excellent due to the amazing entertainment staff. The activities during the day were brilliant, the event staff always full of energy, always friendly and quality of the night time shows was fantastic. This was topped off by a pool party on our last night which could have been Ibiza! Niako, Mido, Russ, Sam, Ben and SouSou deserve huge credit for making our stay extra special. Free shuttle bus into Marrakech was a nice touch too and well worth saving the £15-£20 each way taxi ride. We were…",Sol_Oasis,Marrakech
 July 2022,5,Great hotel,"Great service, good food, nice pool, overall a good experience if you visit Marrakech, in line with Melia expectations. The rooms are also quite good. We took the Suite and it was honestly amazing. A must repeat experience.",Sol_Oasis,Marrakech
 July 2022,5,Best experience in Marrakech,"Amazing stay and vacation! 10 out of 10 would recommend to anyone and everyone!! From the kindest and sweetest staff who make you feel like this is your home to the excellent service with name exchange , jokes , Laughs and great memories/stories to take back! If this wasn’t enough, the shows every night is the cherry on top! They are so full of life and mesmerizing to watch! It is so well thought out and even engaging! Made some great friendships with the staff and had genuine conversations!",Sol_Oasis,Marrakech
 July 2022,5,Happy Family Holiday,"Would I return…absolutely!! The hotel is very clean, excellent staff, excellent gardens, clean pool and surroundings. If you want a relaxing place , nice food, activities and great cocktails then this is the place. Had a really nice friendly feel to it. We all had such a great time here, the animation team are brilliant. Sizou, Zuzuo, Russ, Sam are amazing; a very special thank you to Niako, he made our holiday for us all. Fabulous guy, fantastic dancer and if that’s not enough, he’s even good at archery! You know you’re not going to win when he gets a bullseye without looking at the target ! 😂 Thank you to Sol Oasis and everyone there for making great memories with us 😊",Sol_Oasis,Marrakech
 July 2022,5,Sol oasis Marrakech,"I like the vibe , the rooms are beautiful the staff is perfect also the food , the pool is great , the service is exceptionnel the show its realy is good and the night in sol oasis was unforgetibul thanks sol oasis Marrakech for the good time that we spend in your land",Sol_Oasis,Marrakech
 July 2022,5,Great hotel!!!,We ended our stay in Marrakech with 4 nights here. It was amazing. The rooms and hotel as a whole was beautiful and the food was good. The entertainment staff went above and beyond to ensure everyone was having a great time. We would highly recommend this hotel.,Sol_Oasis,Marrakech
 July 2022,5,Best resort ever,The best stuff ever very friendly I highly recommend.everything about this hotel fabulous the food always big variety to choose from.the animations very good .every day deferent thing you never get bored and wahiba very helpful very helpful big smile all the time,Sol_Oasis,Marrakech
 July 2022,5,THE BEST HOLIDAY,"My partner (Eilidh) and I had the most amazing holiday. Had to be one of the best (if not the best) holiday we’ve both been on. The food was amazing and the rooms were nice and very well air conditioned, which was essential in the heat. The place was kept immaculately clean from the outdoors, to the reception, to the restaurant, to each room. Every member of staff we encountered were lovely and went out their way to making sure we had a great time. Special shout-out to the entertainment team. They made it feel like we were on a holiday with your friends. Have never experienced a team like it. My partner and I feel like we’ve made some very good friends and we hope to stay in touch with them in the future. As well as their kindness, every one of them had genuine talent which…",Sol_Oasis,Marrakech
 July 2022,5,Hotels,"It's a very nice hotel I like the staff very helpful, and kind specialy wahiba she is very nice and friendly, we like the restaurant also the food fresh we spend good time there ❤️❤️we try to come again and again",Sol_Oasis,Marrakech
 July 2022,5,Amazing Holiday,"We stayed at the Sol Oasis July 22 for seven nights. Our flight was delayed so we didn’t arrive until after midnight, normally you are greeted at reception upon arrival with a glass of sparkling to get your holiday started. The hotel rooms are a reasonable size, quaint and clean with traditional Moroccan style decor. Towels are replaced each day when the rooms are cleaned. The on-site facilities are very good. The pool is a good size and surrounded by gardens, the bar isn’t far from the pool. The hotel also has a football pitch, tennis, volleyball courts and archery area. All areas are well kept and cleaned regularly. Sol Oasis has everything that you could possibly hope for but the best thing is definitely the staff. All staff are extremely friendly which creates an amazing…",Sol_Oasis,Marrakech
 July 2022,5,Great 4 day stay at Sol Oasis,"We stayed at this lovely hotel between 8th-12th july during Eid. Can I just start by saying all the other reviews were right in saying the staff are amazing at this hotel. So friendly and very welcoming. The grounds are stunning and the hotel gives a very modern but traditional Moroccan vibe. Rooms- we stayed in room 2402 (family xtra suite).Very spacious, modern and the beds were comfortable. We had 1 large double bed and a sofa bed. All rooms are situated close to the pool areas. Food - food was very fresh and tasty. there was always something different to eat everyday. There was a mix of many different Foods such as Tagines, lasagna, pizza, roast chicken, kofte etc. they also had a snack place outside which we would usually eat at around 4pm which was nice however I was…",Sol_Oasis,Marrakech
